Index,Time(ms)
0,6.34748
1,6.52513
2,6.34359
3,6.33212
4,6.33539
5,6.3691
6,6.41349
7,6.31574
8,6.47946
9,6.36992
10,6.46075
11,6.31393
12,6.45913
13,6.62336
14,6.42195
15,6.43098
16,6.43621
17,6.37636
18,6.34724
19,6.3364
20,6.42715
21,6.74915
22,6.40986
23,6.37051
24,6.28915
25,6.56016
26,6.42013
27,6.30515
28,6.62561
29,6.44569
30,6.59908
31,6.36298
32,6.38866
33,6.45232
34,6.3186
35,6.35723
36,6.38081
37,6.32829
38,6.45464
39,6.53088
40,6.6418
41,6.40433
42,6.36614
43,6.48585
44,6.49121
45,6.48108
46,6.29542
47,6.36181
48,6.40365
49,6.44981
50,6.42637
51,6.30361
52,6.48673
53,6.33456
54,6.61518
55,6.38086
56,6.27205
57,6.35852
58,6.40848
59,6.42582
60,6.4067
61,6.34995
62,6.50238
63,6.53497
64,6.43354
65,6.38578
66,6.4654
67,6.41711
68,6.33466
69,6.40716
70,6.31229
71,6.25317
72,6.52208
73,6.41061
74,6.36078
75,6.48134
76,6.3752
77,6.33888
78,6.36672
79,6.43376
80,6.33811
81,6.38743
82,6.56007
83,6.57635
84,6.55405
85,6.37265
86,6.52462
87,7.29113
88,6.41812
89,6.52599
90,6.51103
91,6.6925
92,6.35541
93,6.62331
94,6.41967
95,6.39739
96,6.53551
97,6.39279
98,6.55038
99,6.42239
