Index,Time(ms)
0,1145.63
1,1148.61
2,1122.02
3,1124.74
4,1129.06
5,1123.78
6,1125.4
7,1131.51
8,1129.31
9,1126.24
10,1147.75
11,1131.03
12,1154.85
13,1124.32
14,1135.13
15,1148.92
16,1134.17
17,1131.69
18,1126.92
19,1157.78
20,1141.66
21,1135.87
22,1122.66
23,1128.57
24,1130.86
25,1134.11
26,1124.81
27,1151.1
28,1143.45
29,1139.52
30,1141.74
31,1129.64
32,1128.79
33,1131.95
34,1127.45
35,1129.31
36,1128.93
37,1144.12
38,1125.95
39,1132.76
40,1144.19
41,1145.26
42,1127.36
43,1126.66
44,1123.49
45,1124.8
46,1143.47
47,1125.96
48,1139.43
49,1128.54
50,1134.54
51,1132.66
52,1148.51
53,1139.01
54,1135.95
55,1128.53
56,1127.42
57,1128.72
58,1131.32
59,1122.71
60,1138.58
61,1130.99
62,1138.53
63,1143.26
64,1126.53
65,1138.34
66,1125.37
67,1139.26
68,1138.28
69,1134.74
70,1124.16
71,1130.96
72,1128.79
73,1128.22
74,1120.81
75,1153.45
76,1145.44
77,1138.82
78,1124.46
79,1134.79
80,1125.53
81,1134.49
82,1138.13
83,1143.38
84,1151.56
85,1140.22
86,1130.31
87,1144.03
88,1133.09
89,1148.39
90,1163.71
91,1148.51
92,1131.49
93,1141.75
94,1128.57
95,1135.24
96,1171.96
97,1124.8
98,1139.12
99,1130.07
