Index,Time(ms)
0,10.2533
1,10.0649
2,10.0658
3,10.1214
4,10.1503
5,10.0708
6,10.107
7,10.1326
8,10.1014
9,10.1127
10,10.1058
11,10.2364
12,10.2396
13,10.0762
14,10.1381
15,10.2437
16,10.0717
17,10.1505
18,10.1209
19,10.0755
20,10.0596
21,10.1256
22,10.1099
23,10.1625
24,10.3845
25,10.0712
26,10.3115
27,10.3235
28,10.2671
29,10.5389
30,10.1951
31,10.1689
32,10.241
33,10.1034
34,10.0992
35,10.1079
36,10.1432
37,10.3211
38,10.2539
39,10.2157
40,10.1553
41,10.1572
42,10.2527
43,10.3096
44,10.0699
45,10.091
46,10.0523
47,10.1372
48,10.098
49,10.1638
50,10.0832
51,10.2076
52,10.0483
53,10.4219
54,10.0618
55,10.063
56,10.076
57,10.1282
58,10.1506
59,10.2287
60,10.0827
61,10.2387
62,10.3808
63,10.0853
64,10.1631
65,10.065
66,10.197
67,10.0913
68,10.1636
69,10.0961
70,10.1202
71,10.2271
72,10.1141
73,10.0611
74,10.2148
75,10.0648
76,10.0751
77,10.0523
78,10.1552
79,10.154
80,10.1259
81,10.5218
82,10.4205
83,10.2713
84,10.2015
85,10.3995
86,10.3868
87,10.1937
88,10.5829
89,10.2093
90,13.0526
91,10.1418
92,10.1878
93,10.1722
94,10.1327
95,10.3675
96,10.1362
97,10.1845
98,10.2201
99,10.3153
