Index,Time(ms)
0,75.1728
1,74.5902
2,84.5329
3,73.0523
4,73.5029
5,83.7258
6,68.5406
7,82.3624
8,84.5033
9,71.1945
10,72.8772
11,82.7619
12,80.498
13,65.0209
14,73.1215
15,65.508
16,83.6608
17,84.9739
18,67.9609
19,70.4665
20,86.7974
21,98.8316
22,79.7724
23,67.8184
24,143.262
25,127.041
26,108.961
27,90.2389
28,98.0487
29,138.248
30,76.7284
31,86.5845
32,89.2894
33,133.764
34,106.624
35,70.5691
36,83.145
37,81.2185
38,86.4388
39,87.2024
40,81.2402
41,84.934
42,115.76
43,87.2092
44,65.9999
45,96.5455
46,84.2602
47,73.3683
48,83.8525
49,73.3839
50,85.6203
51,66.0005
52,72.1138
53,85.6272
54,104.265
55,83.142
56,100.194
57,66.2631
58,77.0789
59,73.7846
60,86.5589
61,83.0041
62,89.7668
63,72.7466
64,119.977
65,141.826
66,92.7713
67,105.323
68,80.6604
69,143.267
70,77.9699
71,116.641
72,82.3228
73,69.5593
74,64.1353
75,85.0587
76,79.9406
77,65.7363
78,65.9551
79,78.7476
80,71.8319
81,67.4589
82,79.5675
83,80.9009
84,83.8445
85,76.5294
86,117.634
87,115.619
88,82.5033
89,86.2149
90,88.497
91,76.0438
92,83.1077
93,84.1786
94,81.9849
95,70.446
96,85.4655
97,73.6924
98,79.9154
99,87.2733
