Index,Time(ms)
0,528.187
1,520.419
2,533.998
3,520.633
4,519.124
5,538.884
6,535.582
7,540.299
8,527.977
9,519.307
10,532.258
11,524.062
12,514.759
13,528.516
14,285.297
15,284.947
16,281.249
17,277.588
18,280.251
19,277.305
20,309.492
21,310.866
22,276.912
23,297.381
24,287.964
25,286.036
26,292.963
27,288.734
28,279.111
29,278.741
30,282.452
31,304.772
32,287.737
33,288.144
34,295.317
35,287.802
36,283.928
37,279.917
38,278.849
39,279.453
40,280.585
41,277.589
42,278.491
43,279.578
44,281.205
45,283.675
46,291.629
47,280.218
48,277.076
49,281.088
50,283.946
51,287.783
52,289.611
53,279.454
54,282.591
55,279.361
56,278.616
57,279.308
58,277.154
59,284.827
60,290.85
61,283.584
62,280.837
63,280.611
64,282.38
65,286.905
66,280.615
67,276.254
68,275.062
69,280.523
70,279.311
71,276.408
72,276.087
73,281.549
74,276.466
75,276.363
76,327.149
77,295.758
78,315.063
79,293
80,312.527
81,287.066
82,281.785
83,281.068
84,283.119
85,277.227
86,276.116
87,278.409
88,280.917
89,282.668
90,329.326
91,331.849
92,281.447
93,279.891
94,279.997
95,276.242
96,276.185
97,280.763
98,279.878
99,282.2
