Index,Time(ms)
0,506.857
1,505.769
2,503.214
3,511.945
4,510.7
5,508.417
6,505.748
7,498.149
8,503.584
9,492.565
10,503.376
11,497.167
12,493.987
13,520.429
14,334.478
15,339.038
16,334.06
17,330.318
18,329.655
19,329.008
20,408.192
21,332.77
22,331.6
23,391.609
24,322.222
25,327.186
26,320.279
27,330.582
28,436.62
29,332.013
30,326.443
31,325.65
32,324.202
33,325.686
34,332.801
35,329.833
36,531.036
37,329.862
38,327.083
39,333.866
40,337.531
41,335.885
42,322.053
43,320.308
44,338.48
45,338.73
46,429.892
47,330.208
48,329.69
49,331.332
50,333.564
51,343.601
52,328.031
53,324.003
54,339.366
55,336.805
56,334.447
57,341.762
58,337.191
59,339.917
60,339.285
61,337.022
62,331.104
63,333.184
64,334.573
65,331.675
66,332.257
67,333.192
68,326.931
69,522.478
70,333.668
71,332.145
72,332.98
73,328.446
74,333.255
75,339.488
76,333.702
77,335.59
78,336.06
79,333.496
80,339.005
81,335.779
82,330.47
83,334.458
84,330.561
85,331.75
86,332.576
87,334.869
88,328.662
89,336.435
90,333.254
91,332.834
92,371.606
93,330.064
94,335.512
95,327.965
96,334.545
97,339.066
98,341.475
99,338.409
