Index,Time(ms)
0,19.9025
1,19.5902
2,19.8304
3,19.5626
4,19.5773
5,19.737
6,19.622
7,19.8184
8,19.8318
9,19.8002
10,19.4066
11,19.4567
12,19.8844
13,19.6312
14,19.5085
15,19.6133
16,19.9486
17,19.6621
18,19.7201
19,19.8678
20,19.533
21,19.677
22,19.8285
23,19.5757
24,19.9528
25,19.6475
26,19.618
27,19.734
28,19.913
29,19.6873
30,19.8174
31,19.8248
32,20.064
33,19.6248
34,19.7758
35,19.8045
36,19.6744
37,19.8783
38,19.6771
39,19.6646
40,19.6099
41,19.7268
42,19.9002
43,19.64
44,19.8204
45,19.7195
46,19.4844
47,19.8342
48,19.4528
49,19.4781
50,19.5741
51,19.6778
52,19.5132
53,19.6049
54,19.6576
55,19.7645
56,19.5069
57,20.038
58,19.8288
59,19.6638
60,20.0761
61,20.7517
62,19.849
63,19.9538
64,19.5566
65,19.5868
66,19.6764
67,19.5822
68,19.5906
69,19.4764
70,19.6774
71,19.9596
72,20.5505
73,19.7447
74,19.7476
75,19.6138
76,19.714
77,20.2433
78,20.2307
79,19.5773
80,19.7097
81,19.6914
82,19.5343
83,19.8603
84,19.78
85,19.7235
86,19.6463
87,19.68
88,20.3162
89,19.5083
90,19.6662
91,19.8623
92,19.8375
93,19.621
94,19.6392
95,19.8048
96,19.4541
97,19.9637
98,19.6725
99,19.6879
