Index,Time(ms)
0,12.566
1,23.395
2,12.6682
3,19.4671
4,12.7721
5,13.052
6,13.1864
7,12.4261
8,13.217
9,17.3785
10,41.7068
11,20.3175
12,18.555
13,25.833
14,13.2474
15,16.9083
16,12.6521
17,30.2271
18,16.1548
19,20.1098
20,41.6172
21,12.6498
22,49.6191
23,24.7212
24,12.2372
25,16.1921
26,12.6778
27,40.5402
28,12.5312
29,13.2409
30,13.5199
31,13.1544
32,69.798
33,39.0982
34,12.6658
35,17.2264
36,12.505
37,12.51
38,13.2608
39,12.4302
40,20.5246
41,12.7374
42,22.8018
43,14.419
44,20.3218
45,32.2504
46,30.8353
47,12.7826
48,15.129
49,28.7626
50,30.4896
51,30.4378
52,38.8998
53,13.051
54,17.5673
55,12.555
56,18.8812
57,12.4354
58,12.3962
59,48.3972
60,12.7933
61,13.1242
62,12.5836
63,32.4937
64,31.8388
65,34.5128
66,20.6857
67,18.9982
68,60.2239
69,18.2325
70,66.7859
71,14.6877
72,36.9182
73,15.802
74,36.7717
75,20.9559
76,14.0221
77,20.3001
78,31.9592
79,16.5742
80,12.8252
81,25.0512
82,35.9243
83,19.1161
84,12.841
85,14.0432
86,12.4986
87,13.5916
88,12.8198
89,13.0416
90,35.6346
91,13.346
92,12.5492
93,46.4227
94,12.5634
95,18.2816
96,31.3819
97,66.0333
98,25.3123
99,14.4785
