Index,Time(ms)
0,21.8328
1,22.0609
2,21.9709
3,22.1606
4,21.7564
5,21.9846
6,21.3798
7,21.7436
8,21.9297
9,21.6912
10,21.7046
11,21.9387
12,22.1223
13,22.0806
14,21.7727
15,22.1709
16,21.7514
17,21.7833
18,21.775
19,21.8113
20,21.9383
21,22.0394
22,21.8256
23,21.3191
24,21.8365
25,22.0651
26,21.9575
27,22.1133
28,22.5174
29,21.8785
30,21.7779
31,21.9919
32,21.9565
33,22.0386
34,22.0745
35,22.18
36,22.0482
37,22.7241
38,21.9534
39,21.7547
40,22.2154
41,22.009
42,21.9868
43,32.5223
44,22.013
45,21.8381
46,22.0042
47,22.0393
48,21.5818
49,21.9954
50,21.7581
51,22.2738
52,21.7284
53,21.7256
54,21.9162
55,21.8697
56,21.9436
57,21.6048
58,21.6376
59,21.9711
60,21.9864
61,21.4907
62,21.8027
63,21.7768
64,33.3127
65,21.6403
66,21.8343
67,21.5744
68,22.151
69,22.0934
70,22.046
71,21.364
72,21.7469
73,22.0633
74,21.9741
75,21.6482
76,21.8629
77,21.8406
78,21.74
79,21.5108
80,21.6797
81,21.2643
82,21.7068
83,21.5387
84,21.6777
85,22.0857
86,22.091
87,21.8389
88,22.183
89,22.2075
90,21.8543
91,22.0061
92,21.6132
93,21.5488
94,21.648
95,21.6947
96,21.5035
97,22.2021
98,21.6355
99,22.1142
