Index,Time(ms)
0,8.16362
1,8.29138
2,7.73665
3,7.74713
4,7.78122
5,7.75829
6,7.99626
7,8.30562
8,7.98731
9,8.11672
10,8.00338
11,7.92315
12,7.73111
13,8.00989
14,8.45433
15,8.25176
16,8.06032
17,8.12454
18,8.14653
19,8.12663
20,7.8582
21,8.10812
22,8.27693
23,9.12773
24,8.01287
25,8.31457
26,7.98788
27,8.24802
28,8.16255
29,8.3795
30,8.0694
31,7.91343
32,8.13806
33,8.24711
34,8.01603
35,8.28486
36,8.05367
37,8.25945
38,8.17929
39,7.84795
40,8.32206
41,8.1408
42,8.05439
43,7.98793
44,8.21473
45,7.84084
46,8.46279
47,8.03026
48,7.75967
49,8.11274
50,8.30664
51,7.79272
52,7.68553
53,7.86233
54,8.10095
55,8.28061
56,7.98743
57,8.34326
58,8.09829
59,8.49345
60,8.04932
61,8.12572
62,8.15434
63,7.92529
64,7.86186
65,7.89249
66,8.26398
67,7.73313
68,8.11156
69,7.76864
70,7.72428
71,7.84439
72,7.97387
73,7.99853
74,8.13139
75,7.85871
76,8.14414
77,7.98374
78,8.03684
79,7.9619
80,8.03118
81,7.96994
82,8.05964
83,7.91917
84,7.96798
85,7.74803
86,8.05258
87,8.06591
88,8.20596
89,8.07122
90,7.80262
91,7.96241
92,7.9552
93,8.09669
94,7.76412
95,7.90573
96,8.18703
97,7.68213
98,7.81218
99,8.10766
