Index,Time(ms)
0,1.47929
1,1.47029
2,1.4724
3,1.54306
4,1.51168
5,1.4726
6,1.47027
7,1.4883
8,1.4877
9,1.46839
10,1.47483
11,1.46991
12,1.51481
13,1.4775
14,1.46738
15,1.48933
16,1.50502
17,1.46976
18,1.46531
19,1.48071
20,1.47008
21,1.46735
22,1.47371
23,1.47421
24,1.46718
25,1.48417
26,1.47372
27,1.50629
28,1.59345
29,1.47121
30,1.46893
31,1.47414
32,1.47108
33,1.46771
34,1.47191
35,1.47357
36,1.48525
37,1.46927
38,1.47302
39,1.49052
40,1.49245
41,1.46927
42,1.47418
43,1.48463
44,1.47766
45,1.46904
46,1.46983
47,1.48523
48,1.48017
49,1.47291
50,1.4686
51,1.47482
52,1.49538
53,1.47552
54,1.48273
55,1.4772
56,1.49888
57,1.47728
58,1.57634
59,1.46818
60,1.47472
61,1.47898
62,1.48022
63,1.52184
64,1.47349
65,1.48648
66,1.5186
67,1.47021
68,1.46767
69,1.47065
70,1.48039
71,1.46846
72,1.47517
73,1.4822
74,1.47276
75,1.51758
76,1.51607
77,1.47124
78,1.46938
79,1.49208
80,1.50663
81,1.47472
82,1.47673
83,1.5094
84,1.47217
85,1.47531
86,1.52615
87,1.47225
88,1.47111
89,1.47076
90,1.49352
91,1.50579
92,1.49242
93,1.47435
94,1.46974
95,1.50195
96,1.46637
97,1.47395
98,1.47324
99,1.46855
