Index,Time(ms)
0,0.993992
1,1.06614
2,0.836079
3,0.828048
4,0.997415
5,0.921147
6,0.92003
7,0.886366
8,0.877776
9,0.848652
10,0.835032
11,0.856055
12,0.850746
13,0.851794
14,0.870023
15,0.854029
16,0.883153
17,0.889718
18,0.856962
19,0.85368
20,0.834543
21,0.895655
22,0.847044
23,0.856054
24,0.841108
25,0.84467
26,0.851375
27,1.15142
28,0.915979
29,0.985263
30,0.859687
31,0.8446
32,0.833635
33,0.846695
34,0.889788
35,1.0375
36,0.881686
37,0.845089
38,0.84914
39,0.861083
40,0.852352
41,0.843134
42,0.89796
43,0.858359
44,0.84495
45,0.842575
46,0.846137
47,0.84928
48,0.848302
49,0.950341
50,0.847394
51,0.981001
52,0.870861
53,0.849909
54,0.838175
55,0.832587
56,1.00021
57,0.835381
58,0.962075
59,0.833006
60,0.896214
61,0.843832
62,0.863039
63,0.962912
64,2.28209
65,0.850886
66,0.902988
67,0.887972
68,0.846765
69,0.984843
70,0.904385
71,0.864714
72,0.901871
73,0.846067
74,0.843134
75,0.848721
76,0.832936
77,0.960608
78,0.847534
79,1.1334
80,0.833635
81,0.86234
82,0.892372
83,0.843133
84,0.90208
85,0.848162
86,0.859756
87,0.836009
88,0.878962
89,0.842505
90,0.856264
91,0.847184
92,1.17824
93,0.83133
94,0.86248
95,0.846416
96,0.83119
97,0.881407
98,0.890975
99,0.850397
