Index,Time(ms)
0,2.6635
1,2.2471
2,2.34746
3,2.34872
4,2.34446
5,2.30521
6,2.50838
7,2.261
8,2.24738
9,2.28509
10,2.24242
11,2.29864
12,2.60217
13,2.42547
14,2.41821
15,2.37805
16,2.26379
17,2.36667
18,2.41688
19,2.30688
20,2.29662
21,2.82742
22,2.39565
23,2.25932
24,2.33747
25,2.30577
26,4.52171
27,2.28411
28,2.34111
29,2.29271
30,2.42121
31,2.31792
32,2.32309
33,2.43951
34,2.77392
35,2.44496
36,2.6438
37,2.31491
38,2.61097
39,2.31345
40,2.58437
41,2.40494
42,2.26833
43,2.30151
44,2.54197
45,2.2647
46,2.47492
47,2.34083
48,2.59296
49,2.27189
50,3.02989
51,4.0896
52,2.64757
53,2.32721
54,2.55908
55,2.21057
56,2.21867
57,2.89488
58,2.40536
59,2.28209
60,2.3029
61,2.41193
62,2.26505
63,2.70491
64,2.53429
65,2.34662
66,2.46067
67,2.53987
68,2.49797
69,2.56886
70,2.30576
71,2.28796
72,3.64701
73,2.4958
74,3.04916
75,2.32553
76,2.59701
77,2.32867
78,2.33726
79,3.17467
80,2.24368
81,2.21965
82,2.48191
83,2.46905
84,2.64631
85,2.36324
86,2.51634
87,2.4942
88,2.28768
89,2.39614
90,2.37833
91,2.31945
92,2.61607
93,2.33
94,2.48009
95,2.28237
96,2.36143
97,2.20833
98,2.23795
99,2.24186
