Index,Time(ms)
0,314.011
1,315.692
2,263.122
3,342.467
4,338.263
5,327.718
6,330.483
7,310.376
8,328.673
9,320.409
10,331.941
11,271.19
12,324.077
13,275.69
14,341.04
15,327.292
16,329.276
17,269.213
18,311.381
19,334.234
20,477.903
21,306.474
22,341.08
23,331.753
24,327.521
25,347.514
26,293.521
27,283.322
28,334.346
29,316.076
30,324.116
31,262.521
32,306.547
33,254.212
34,336.892
35,460.823
36,336.012
37,265.022
38,357.635
39,333.599
40,307.146
41,352.818
42,341.095
43,331.955
44,288.135
45,332.054
46,345.401
47,283.557
48,317.555
49,338.209
50,379.871
51,317.042
52,310.076
53,311.78
54,339.243
55,331.397
56,331.244
57,307.715
58,337.133
59,280.012
60,341.895
61,325.456
62,312.459
63,347.795
64,343.421
65,310.705
66,291.515
67,281.89
68,390.643
69,343.288
70,389.767
71,282.216
72,335.729
73,316.913
74,310.383
75,422.465
76,272.311
77,333.157
78,304.525
79,331.291
80,316.852
81,393.177
82,337.819
83,269.961
84,304.149
85,331.874
86,350.647
87,311.337
88,303.51
89,325.783
90,306.474
91,284.962
92,326.995
93,337.292
94,265.233
95,272.028
96,271.132
97,288.118
98,321.997
99,304.509
