Index,Time(ms)
0,0.948246
1,0.891185
2,0.865623
3,0.870581
4,0.891674
5,0.883711
6,0.879871
7,0.860524
8,0.914512
9,0.88874
10,0.883363
11,0.858429
12,0.930086
13,0.926735
14,0.913953
15,0.870511
16,0.896702
17,0.865483
18,0.883642
19,1.02835
20,1.06691
21,0.904664
22,0.890557
23,0.939097
24,1.14813
25,0.862549
26,0.9773
27,0.874353
28,0.868905
29,0.886715
30,0.949223
31,0.878543
32,0.881546
33,0.876588
34,0.967103
35,0.881407
36,0.877146
37,0.874353
38,0.870651
39,0.858918
40,0.872257
41,0.865832
42,0.981979
43,0.868417
44,0.88008
45,1.02787
46,0.947687
47,0.855496
48,0.873375
49,0.870931
50,0.870651
51,0.848093
52,0.876937
53,0.917515
54,0.879312
55,1.10218
56,0.920029
57,0.879032
58,0.876169
59,0.866042
60,0.86674
61,0.881547
62,0.872048
63,0.85801
64,0.879521
65,0.886924
66,0.879312
67,0.876239
68,0.943636
69,0.860664
70,0.861293
71,0.876588
72,0.875121
73,0.860385
74,0.868416
75,0.880499
76,0.846975
77,1.14953
78,0.899147
79,0.877007
80,0.862061
81,0.919751
82,0.890906
83,0.876099
84,0.870931
85,0.877636
86,1.10846
87,3.08479
88,1.74961
89,0.866111
90,0.877775
91,0.874074
92,0.878613
93,0.874842
94,0.880429
95,0.872188
96,0.854867
97,0.909833
98,0.880429
99,0.876099
