Index,Time(ms)
0,7066.12
1,7046.62
2,7076.29
3,7029.97
4,7070.96
5,7041.49
6,7047.73
7,7037.62
8,7047.1
9,7052.09
10,7039.18
11,7072.32
12,7044.72
13,7042.1
14,7034.81
15,7052.48
16,7061.77
17,7057.44
18,7053.38
19,7074.55
20,7054.17
21,7157.4
22,7050.18
23,7065.9
24,7062.38
25,7036.95
26,7049.47
27,7060.77
28,7051.18
29,7058.17
30,7123.85
31,7038.51
32,7051.35
33,7066.59
34,7066.62
35,7070.09
36,7039.86
37,7024.49
38,7080.05
39,7045.54
40,7070.51
41,7033.94
42,7082.89
43,7054.3
44,7061.06
45,7082.01
46,7066.11
47,7056.5
48,7054.64
49,7067.59
50,7044.41
51,7073.22
52,7068.2
53,7032.99
54,7022.43
55,7057.42
56,7050.96
57,7041.36
58,7066.66
59,7030.43
60,7040.7
61,7056.54
62,7042.66
63,7027.41
64,7046.81
65,7060.96
66,7065.55
67,7023.7
68,7064.17
69,7053.19
70,7054.51
71,7039.27
72,7035.94
73,7058.47
74,7086.1
75,7037.93
76,7074.51
77,7061.09
78,7048.88
79,7053.68
80,7020.89
81,7103.74
82,7090.3
83,7054.71
84,7045.98
85,7051.84
86,7054.03
87,7037.52
88,7064.59
89,7047.74
90,7050.71
91,7048.59
92,7019.2
93,7037.82
94,7051.95
95,7041.51
96,7030.82
97,7043.11
98,7027.12
99,7059.5
