Index,Time(ms)
0,8.82424
1,9.95575
2,10.4379
3,9.82298
4,9.30552
5,9.13203
6,9.07218
7,9.5022
8,9.79413
9,9.64104
10,9.6548
11,8.93808
12,9.40057
13,9.57993
14,11.1724
15,9.4774
16,10.5363
17,10.3081
18,9.29057
19,9.77171
20,8.9281
21,9.39806
22,9.62449
23,9.78848
24,9.76312
25,9.19726
26,9.32612
27,9.26445
28,8.9626
29,10.272
30,9.62016
31,9.90672
32,9.04501
33,9.00227
34,9.83625
35,11.7211
36,10.0243
37,9.32368
38,16.5742
39,9.32626
40,9.50834
41,9.03265
42,9.43312
43,9.83241
44,9.7523
45,9.59704
46,9.61031
47,10.3392
48,10.4557
49,9.54997
50,9.5126
51,9.25761
52,8.99221
53,10.1387
54,9.57881
55,11.3735
56,9.73623
57,9.58475
58,10.6933
59,9.32466
60,10.7291
61,12.1373
62,10.1017
63,10.0426
64,9.19789
65,9.26557
66,9.32452
67,8.96762
68,10.0395
69,9.31852
70,9.05689
71,12.5531
72,9.28283
73,9.72172
74,9.95625
75,9.02957
76,9.09194
77,9.322
78,9.89932
79,11.9101
80,9.70501
81,9.90469
82,9.26221
83,9.33254
84,10.5002
85,9.82619
86,11.8244
87,8.82282
88,9.60436
89,11.2916
90,9.35704
91,9.05693
92,9.60184
93,10.0793
94,9.10246
95,10.0681
96,10.1972
97,9.74152
98,9.14814
99,9.1612
