Index,Time(ms)
0,3116.38
1,2853.21
2,2851.97
3,3122.55
4,2824.67
5,2820.04
6,3269.92
7,4454.71
8,3221.08
9,3546.11
10,3168.29
11,2707.53
12,2649.58
13,2954.04
14,3237.98
15,3041.83
16,3883.93
17,4731.5
18,2793.31
19,3088.85
20,3657.13
21,3331.14
22,2948.07
23,3220.78
24,2954.3
25,3349.78
26,2364.65
27,2949.88
28,3049.96
29,2929.91
30,2816.68
31,2779.53
32,2826
33,2674.98
34,2660.85
35,3222.91
36,3823.3
37,3235.35
38,2903.22
39,3413.38
40,2609.83
41,3101.92
42,3073.74
43,3183.96
44,3532.49
45,3109.32
46,2566.99
47,3886.71
48,3214.67
49,3260.83
50,3173.77
51,2684.45
52,2893.9
53,2926.85
54,4252.14
55,3187.74
56,3359.71
57,3163.03
58,3100.47
59,3648.73
60,3608.35
61,3094.11
62,2840.74
63,2965.29
64,3412.81
65,2922.13
66,2491.5
67,2724.19
68,2888.11
69,2774.76
70,3212.63
71,3018.86
72,3056.22
73,2693.44
74,3139.29
75,3353.44
76,2815.75
77,3364.16
78,3449.5
79,2537.69
80,4346.82
81,3174.57
82,2678.74
83,3376.88
84,3358.76
85,3566.04
86,2521.52
87,3019.77
88,2908.51
89,2992.82
90,2639.21
91,3491.23
92,3243.27
93,2987.84
94,3072.89
95,2854.15
96,3233.2
97,3068.14
98,3069.09
99,3006.05
