Index,Time(ms)
0,1.04134
1,1.01872
2,1.0375
3,1.09645
4,1.08472
5,1.01934
6,1.01201
7,1.02263
8,1.01941
9,1.35955
10,1.39007
11,1.55804
12,1.30591
13,1.96836
14,1.05992
15,1.02451
16,1.02074
17,1.05322
18,1.04575
19,1.01606
20,1.02361
21,1.01166
22,1.01788
23,1.12767
24,1.04742
25,1.0551
26,1.01606
27,1.06607
28,1.03192
29,1.11901
30,1.01648
31,1.13172
32,1.07229
33,1.10337
34,1.04365
35,1.14932
36,1.02402
37,1.04547
38,1.10413
39,1.02409
40,1.02214
41,1.02947
42,1.01844
43,1.02144
44,1.03918
45,1.0741
46,1.03178
47,1.0227
48,1.22691
49,1.20869
50,1.02801
51,1.03646
52,1.02891
53,1.03785
54,1.31946
55,1.15442
56,1.05231
57,1.12229
58,1.12557
59,1.10504
60,1.02598
61,1.01983
62,1.08702
63,1.10567
64,1.07263
65,1.02451
66,1.17886
67,1.04204
68,1.01997
69,1.01753
70,1.14031
71,1.02046
72,1.01934
73,1.22287
74,1.16154
75,1.01055
76,1.12523
77,1.05071
78,1.04847
79,1.01634
80,1.04477
81,1.01788
82,1.06132
83,1.01418
84,1.20128
85,1.04798
86,1.03702
87,1.01362
88,1.03059
89,1.01648
90,1.01362
91,1.04253
92,1.025
93,1.0975
94,1.0125
95,1.02151
96,1.12055
97,1.01201
98,1.01739
99,1.02221
