Index,Time(ms)
0,19.1073
1,18.3451
2,19.9131
3,21.7092
4,22.2596
5,20.7045
6,17.4644
7,21.4408
8,18.7932
9,20.6117
10,19.895
11,21.6077
12,21.3525
13,21.6524
14,20.916
15,21.0878
16,16.9691
17,33.9808
18,28.0416
19,21.189
20,31.3366
21,18.1731
22,21.3935
23,19.8706
24,18.3813
25,21.1156
26,20.8768
27,20.9656
28,20.7819
29,20.4393
30,18.0018
31,21.2925
32,29.9805
33,19.5483
34,21.0545
35,16.2523
36,21.1375
37,34.1325
38,20.0269
39,19.3413
40,21.3474
41,20.8747
42,21.2652
43,19.5448
44,22.1267
45,21.161
46,20.9977
47,18.1295
48,33.8414
49,21.4246
50,21.0042
51,17.2072
52,20.4426
53,19.1786
54,21.4425
55,17.7865
56,20.5823
57,28.985
58,21.0855
59,21.8571
60,17.7175
61,28.3892
62,19.5216
63,18.7132
64,21.2693
65,17.7313
66,21.1957
67,21.4141
68,20.8463
69,16.5165
70,20.8744
71,20.7362
72,19.4852
73,19.3397
74,19.1853
75,16.2291
76,20.5299
77,21.0481
78,18.1815
79,21.8256
80,20.2674
81,21.8553
82,17.0383
83,33.833
84,24.558
85,19.8074
86,21.5365
87,19.8595
88,22.172
89,21.8943
90,18.4625
91,32.3606
92,28.5879
93,21.5523
94,21.4795
95,18.9233
96,20.4329
97,16.5633
98,21.1455
99,19.6483
