Index,Time(ms)
0,8859.68
1,8473.4
2,8687.92
3,7511.48
4,8782.55
5,8251.11
6,8775.38
7,7393.68
8,8576.29
9,8592.04
10,8666.73
11,8689.38
12,8681.06
13,8615.3
14,8763.42
15,8057.88
16,8016.88
17,7226.04
18,8789.81
19,8853.08
20,7821.42
21,8292.75
22,8037.18
23,8762.36
24,7994.34
25,8569.76
26,8459.49
27,8263.88
28,8043.54
29,7842
30,8313.73
31,7998.89
32,8203.53
33,8772.34
34,8391.33
35,8687.5
36,7827.07
37,8682.34
38,8633.83
39,8757.55
40,8283.91
41,8411.47
42,7777.4
43,8705.03
44,8895.08
45,8579.78
46,8670.56
47,9099.06
48,8719.35
49,7873.33
50,7811.71
51,8372.55
52,7191.06
53,7359.93
54,8259.6
55,8696.88
56,8657.8
57,7355.17
58,7601.55
59,8240.8
60,8754.56
61,8298.06
62,8852
63,8426.59
64,8517.33
65,8106.36
66,8519.89
67,7186.26
68,8460.96
69,8802.53
70,8067.06
71,7345.1
72,8714.14
73,8788.55
74,8542.71
75,9070.45
76,8478.76
77,8485.45
78,10348.1
79,12191.1
80,12211.7
81,11583.6
82,8677.28
83,8658.19
84,8757.78
85,8752.73
86,7689.83
87,8547.02
88,7886.93
89,8581.11
90,8753.51
91,8930.23
92,8712.82
93,8516.57
94,8117.72
95,8794.58
96,7278.4
97,8356.91
98,9072.64
99,8835.45
