Index,Time(ms)
0,18.7799
1,18.0579
2,20.4385
3,27.9747
4,20.058
5,19.2468
6,18.3506
7,18.9778
8,18.4234
9,19.1321
10,19.4183
11,18.3968
12,18.2366
13,19.1169
14,18.9096
15,19.7303
16,17.7042
17,18.6759
18,20.051
19,18.2421
20,19.2585
21,22.1464
22,22.9168
23,18.8457
24,18.0074
25,19.2087
26,18.5143
27,18.0909
28,18.7313
29,17.9451
30,18.4159
31,19.5745
32,18.4014
33,18.0485
34,18.0524
35,19.6413
36,17.7517
37,21.4156
38,20.3627
39,19.4035
40,18.0115
41,17.9283
42,18.8936
43,20.457
44,18.9083
45,19.1628
46,37.1472
47,18.2122
48,18.2287
49,18.8122
50,18.2166
51,19.7929
52,18.7136
53,18.7133
54,18.8155
55,18.7147
56,18.9701
57,20.8905
58,19.1075
59,20.1679
60,18.8819
61,18.7215
62,20.1453
63,18.0171
64,18.4763
65,17.9137
66,18.4724
67,17.6561
68,18.3135
69,19.8596
70,17.842
71,20.0642
72,18.4639
73,18.2761
74,18.1876
75,18.9944
76,21.083
77,42.2906
78,37.6635
79,81.8377
80,29.5286
81,37.0636
82,18.1085
83,36.3922
84,18.151
85,18.3241
86,18.1266
87,19.4706
88,18.0757
89,18.1531
90,25.7021
91,19.1449
92,18.7492
93,19.8152
94,18.5507
95,19.4842
96,18.6322
97,19.8911
98,19.7261
99,41.0779
