Index,Time(ms)
0,2449.06
1,2643.95
2,2370.58
3,2592.13
4,2741.89
5,1996.05
6,2552.49
7,2346.23
8,2431.84
9,2366.49
10,2284.97
11,2259.19
12,2388.87
13,1981.48
14,2590.87
15,2597.57
16,2671.56
17,2521.85
18,2055.4
19,2652.58
20,2549.52
21,2587.46
22,2369.95
23,2634.12
24,2584.46
25,2620.14
26,2411.24
27,2586.32
28,2294.11
29,2041.03
30,2004.48
31,2356.96
32,1989.26
33,2066.06
34,2580.57
35,2145.04
36,2507.1
37,2610.82
38,2771.11
39,2844.27
40,2689.86
41,2495.6
42,2536.29
43,2146.89
44,2549.95
45,2088.15
46,2374.26
47,2568.51
48,1945.94
49,2414.45
50,2459.41
51,2641.56
52,2615.82
53,2276.19
54,2591.38
55,2561.14
56,2596.02
57,2600.24
58,2599.98
59,2255.71
60,2329.84
61,2581.05
62,2651.18
63,2172.97
64,2446.71
65,2594.52
66,2655.62
67,2604.7
68,2211.3
69,2130.59
70,2530.86
71,2566.06
72,2697.51
73,2782.46
74,2563.39
75,2127.56
76,2527.03
77,2706.43
78,2718.21
79,2212.11
80,2229.23
81,2204.96
82,2455.74
83,2207.29
84,2587.38
85,2740.03
86,2535.7
87,2742.22
88,2509.55
89,2183.78
90,2069.53
91,2618.81
92,2636.79
93,2340.47
94,2627.15
95,2630.75
96,2643.64
97,2604.83
98,2662.37
99,2327.15
