Array Size,tablica losowa,33,66,Desc,100,tablica posortowana w 33%,tablica posortowana w 66%,tablica posortowana malejąco,tablica posortowana rosnąco
5000,0.6102165500000001,,,,,0.59056368,0.52228182,0.58739425,0.28729335
10000,1.2739587,,,,,1.2286066,1.0837016,1.3531362,0.55033179
20000,2.5232771,,,,,2.3790091,2.1109858,2.4721043,1.1750404
40000,5.148927599999999,,,,,4.9551839,4.3284646,5.1152013,2.5973927
60000,8.0499038,,,,,7.523139,6.5766016,7.9439922,3.9492889
80000,10.652392,,,,,10.1810162,8.9930022,11.1690677,5.5476679
100000,13.380243,,,,,12.846246,11.625863,13.713719,7.0120102
