Array Size,tablica losowa,33,66,Desc,100,tablica posortowana w 33%,tablica posortowana w 66%,tablica posortowana malejąco,tablica posortowana rosnąco
5000,0.6888,,,,,0.67730754,0.58100923,0.6680953700000001,0.16500606
10000,1.5352682,,,,,1.488243,1.3228258,1.4008901,0.34770248
20000,3.0254908,,,,,2.9418811,2.5476479,3.077519,0.7042957099999999
40000,6.4374844,,,,,6.187274199999999,5.4018422,6.5360641,1.4833891
60000,9.9477361,,,,,9.4514987,8.2054653,9.823616600000001,2.3262003
80000,13.466437,,,,,12.895196,11.186375,13.83184,3.1171943
100000,17.087779,,,,,16.36505,14.31626,16.621418,4.2613841
