Index,Time(ms)
0,5.56148
1,5.52649
2,5.97471
3,5.50171
4,5.51526
5,5.51712
6,5.53731
7,5.5135
8,5.56291
9,5.54328
10,5.53451
11,5.50523
12,5.55843
13,5.51302
14,5.52132
15,5.61328
16,5.51432
17,5.56258
18,5.60927
19,5.52216
20,5.53193
21,5.62462
22,5.49844
23,5.51783
24,5.56199
25,5.50575
26,5.50825
27,5.50381
28,5.5543
29,5.72946
30,5.86391
31,5.52073
32,5.54013
33,5.53011
34,5.5173
35,5.5694
36,5.50109
37,5.50304
38,5.52711
39,5.59058
40,5.50122
41,5.69227
42,5.56684
43,5.5062
44,5.63216
45,5.57698
46,5.49295
47,5.76267
48,5.5989
49,5.49796
50,5.57503
51,5.50607
52,5.50594
53,5.49319
54,5.50475
55,5.49962
56,5.503
57,5.50785
58,5.49741
59,5.54185
60,5.50791
61,5.52622
62,5.49672
63,5.53272
64,5.49316
65,5.56003
66,5.50263
67,5.58071
68,5.49384
69,5.52661
70,5.53342
71,5.49892
72,5.50861
73,5.55823
74,5.59048
75,5.57262
76,5.52687
77,5.52271
78,5.52084
79,5.49594
80,5.52246
81,5.56934
82,5.58458
83,5.53756
84,5.55924
85,5.4996
86,5.57246
87,5.51171
88,5.54066
89,5.54654
90,5.57074
91,5.49392
92,5.54907
93,5.5691
94,5.51185
95,5.49907
96,5.63061
97,5.51072
98,5.51352
99,5.55432
