Index,Time(ms)
0,13.289
1,13.2815
2,13.6573
3,12.5796
4,13.3353
5,12.6994
6,13.366
7,13.361
8,13.0937
9,13.4281
10,13.4152
11,12.6291
12,13.5169
13,16.9352
14,12.6672
15,13.2652
16,13.2832
17,13.3025
18,13.465
19,14.5392
20,13.395
21,13.5318
22,13.4164
23,13.3241
24,13.3299
25,13.1595
26,13.3112
27,13.7376
28,14.2545
29,17.1552
30,16.7778
31,12.8839
32,13.3036
33,13.2942
34,13.2562
35,13.4615
36,13.2782
37,13.3346
38,13.3924
39,13.2668
40,13.2123
41,13.2139
42,13.256
43,13.1686
44,12.5645
45,13.2626
46,13.2908
47,12.6321
48,12.4488
49,13.2647
50,13.3276
51,13.352
52,13.4266
53,13.131
54,13.305
55,13.1168
56,13.1734
57,13.2262
58,13.2847
59,12.8703
60,13.3388
61,13.1605
62,13.2196
63,13.3283
64,13.2302
65,13.145
66,12.6499
67,13.068
68,13.248
69,13.3597
70,13.2451
71,13.3192
72,13.3521
73,13.263
74,12.426
75,13.2776
76,12.7211
77,13.3174
78,12.5171
79,12.6881
80,12.5515
81,13.293
82,13.5866
83,12.5097
84,13.293
85,13.392
86,12.5607
87,13.2932
88,13.358
89,13.3656
90,13.2816
91,13.575
92,13.1204
93,13.1689
94,13.3578
95,13.1284
96,13.2994
97,12.7258
98,13.3394
99,13.1606
