Index,Time(ms)
0,9.27646
1,9.56217
2,8.79288
3,8.81435
4,8.81835
5,9.16432
6,9.12991
7,9.25749
8,9.56197
9,9.23625
10,8.80817
11,8.78385
12,9.08073
13,8.81824
14,9.20645
15,9.52275
16,8.81958
17,9.11153
18,8.83874
19,9.04445
20,9.07849
21,9.17986
22,8.83688
23,9.09786
24,8.83985
25,8.91663
26,8.95495
27,8.88695
28,8.83797
29,9.03419
30,9.90333
31,8.79266
32,8.81831
33,9.19638
34,9.30784
35,9.146
36,8.88115
37,8.80865
38,8.95489
39,8.9677
40,9.25399
41,8.84377
42,8.86854
43,8.8488
44,9.07656
45,9.05003
46,8.83255
47,8.92059
48,9.05047
49,8.95343
50,8.81904
51,8.81003
52,8.80059
53,8.80057
54,9.37788
55,8.80731
56,9.40225
57,9.12871
58,8.88533
59,8.80331
60,8.84061
61,9.05996
62,8.87342
63,8.78955
64,8.81661
65,9.1441
66,9.08175
67,9.60335
68,9.28785
69,10.7397
70,9.95603
71,9.27951
72,9.01303
73,8.97112
74,9.67178
75,8.97192
76,9.33236
77,9.41045
78,8.88393
79,9.22454
80,8.87778
81,9.37828
82,8.79587
83,8.84969
84,9.29168
85,8.81154
86,8.87685
87,8.88993
88,9.05291
89,9.19994
90,8.92775
91,9.07549
92,9.29679
93,9.26052
94,8.79975
95,9.09806
96,8.84616
97,8.87033
98,8.82172
99,8.78679
