Index,Time(ms)
0,3.1137
1,2.22831
2,2.20701
3,2.36255
4,2.01718
5,2.05028
6,2.21358
7,2.08877
8,2.16594
9,2.20212
10,2.31883
11,2.06788
12,2.07138
13,2.15456
14,2.12201
15,2.11971
16,2.30283
17,2.34097
18,2.09771
19,2.33622
20,2.11056
21,2.20072
22,2.88371
23,2.16825
24,2.09254
25,2.82351
26,2.05343
27,2.07675
28,2.1269
29,2.05147
30,2.20764
31,2.12921
32,2.12767
33,2.04952
34,2.42827
35,2.09051
36,2.10574
37,2.28481
38,2.08297
39,2.16957
40,2.45467
41,2.19318
42,2.16888
43,2.06921
44,2.05105
45,2.17125
46,2.20645
47,2.09324
48,2.27692
49,2.05964
50,2.22168
51,2.21539
52,2.10916
53,2.09387
54,2.09429
55,2.18592
56,2.10043
57,2.21707
58,2.38525
59,2.1276
60,2.14513
61,2.12117
62,2.09568
63,2.09848
64,2.11398
65,2.10776
66,2.08339
67,2.07808
68,2.1144
69,3.32225
70,2.12236
71,2.06684
72,2.09666
73,2.09959
74,2.24905
75,2.19143
76,2.08199
77,2.13074
78,2.1012
79,2.09401
80,2.14066
81,2.21036
82,2.48121
83,2.16161
84,2.07675
85,2.04288
86,2.05063
87,2.04428
88,2.09401
89,2.08919
90,2.10916
91,2.05629
92,2.20121
93,2.15777
94,2.21581
95,2.17034
96,2.08486
97,2.08493
98,2.15016
99,2.09875
